X_1,X_2,Y
-20.245,-2.934,-23.308
-12.522,4.545,-1.056
3.717,8.916,24.404
7.788,-5.285,-0.546
3.621,-1.935,3.359
-3.333,9.021,18.481
-2.719,-8.884,-17.17
7.01,3.054,16.412
21.412,-10.78,4.169
2.303,1.926,11.302
1.056,0.122,4.373
4.839,-9.912,-13.06
-1.428,4.927,10.247
7.467,6.446,23.424
-10.293,5.236,3.851
2.086,-15.351,-25.801
-1.587,-5.031,-10.268
3.005,-16.042,-26.111
22.482,7.69,42.665
-2.06,-9.128,-17.399
-13.807,-5.245,-22.138
20.65,-5.91,12.974
-7.977,10.009,13.318
-8.436,-7.046,-19.374
7.271,-3.908,6.636
13.908,8.041,33.818
-19.73,6.17,-4.841
-5.816,15.245,28.451
-10.993,5.329,2.78
2.621,6.889,18.557
29.193,1.535,35.357
5.82,-0.881,6.072
10.143,2.419,21.268
-19.055,0.679,-14.485
-19.403,9.76,5.254
-0.783,-5.09,-6.909
-1.285,-2.078,-1.165
18.146,-7.585,4.235
-8.197,-7.998,-20.117
-4.496,-5.874,-17.277
-12.631,1.623,-3.63
19.872,-9.76,4.609
8.722,-5.528,-1.339
9.13,6.19,26.137
14.823,-20.377,-23.137
13.263,-7.248,2.828
10.154,12.963,40.3
-7.583,-2.577,-7.662
4.159,-6.791,-5.488
-15.906,4.172,-5.61
-18.226,22.892,30.654
-0.266,-18.105,-32.712
6.186,-4.2,2.214
-14.594,-33.819,-81.649
18.005,11.068,42.533
11.76,13.442,42.268
-6.422,-6.081,-14.625
-18.512,2.177,-10.18
4.91,14.03,35.772
4.272,17.711,41.832
15.971,-2.607,14.455
3.388,9.625,26.544
-2.027,4.576,6.367
13.371,14.96,46.566
-0.068,11.61,24.404
3.622,-10.253,-15.013
19.985,-10.29,1.137
-3.098,-7.221,-16.055
-3.066,7.295,12.805
-8.302,-11.178,-28.382
6.089,-1.687,5.398
17.33,-3.497,14.351
-10.787,6.42,6.132
-0.936,0.631,2.584
-0.242,17.39,37.23
20.861,-7.175,11.994
-8.182,0.628,-2.896
6.649,2.088,14.854
-16.333,15.073,16.673
8.403,3.489,18.254
2.157,-10.51,-13.794
10.766,10.548,33.818
9.73,-11.691,-12.754
-12.989,3.072,-2.383
-10.9,15.215,21.732
15.275,2.781,23.724
8.627,-11.61,-11.745
-2.864,6.163,11.241
-11.041,-11.03,-30.793
4.573,-7.988,-8.425
6.936,-8.231,-6.179
-7.433,-0.179,-5.55
4.57,-1.558,1.533
4.513,20.095,46.151
9.39,4.779,21.864
14.126,-2.389,9.435
11.705,-8.376,-4.205
9.273,9.348,32.655
-7.915,-9.725,-24.206
2.442,5.462,17.097
-3.472,10.048,18.898
-6.357,11.338,21.962
-21.468,0.437,-17.661
5.93,-11.601,-14.567
-3.431,-0.892,-1.879
-10.395,4.99,4.734
-9.464,-7.741,-22.104
16.287,4.137,29.101
-17.75,-0.759,-14.874
-5.65,2.167,2.875
8.118,17.746,46.697
6.243,-3.284,1.406
9.306,-24.067,-36.22
2.818,-26.823,-48.751
6.004,-9.312,-10.442
-2.51,-4.307,-9.588
1.821,-2.689,-1.605
1.217,8.892,20.03
9.071,-16.021,-21.011
-2.973,7.191,12.722
12.687,-6.676,4.605
7.503,-12.624,-15.351
16.618,2.649,25.359
0.454,12.293,27.841
-2.397,-2.304,-4.559
-1.108,4.682,11.135
-11.546,3.802,-2.951
-4.759,6.384,11.386
9.594,-1.884,10.679
-14.294,2.157,-4.536
5.305,-1.185,2.496
-8.1,10.537,18.498
8.35,-1.951,4.116
3.162,-9.789,-14.795
-16.869,18.892,26.138
20.87,-13.931,-7.025
0.161,-15.352,-26.898
-5.941,8.748,14.481
-1.436,6.249,12.306
8.719,-5.426,0.107
-5.829,9.362,15.299
4.763,-8.564,-7.807
11.598,0.351,16.048
9.57,-6.022,-0.655
-11.931,-15.528,-38.53
1.501,-19.319,-39.155
5.83,3.314,11.403
6.155,21.505,52.845
27.318,-0.51,29.595
8.479,5.778,24.724
-7.0,-3.389,-9.905
-5.527,2.114,1.426
25.722,9.457,47.412
14.084,1.805,21.414
7.968,-17.223,-25.779
-10.3,-1.12,-9.824
12.337,-4.841,5.701
7.682,-9.625,-4.616
3.299,12.476,30.646
6.039,1.056,12.825
-17.159,19.987,25.896
13.845,6.463,29.101
-27.148,-15.866,-55.773
-2.786,-4.978,-10.407
-22.749,7.927,-4.127
9.364,-7.254,-5.226
-4.068,-14.66,-27.834
2.911,20.859,46.835
3.244,-18.152,-30.52
8.537,-11.26,-11.884
-8.403,-13.07,-31.492
5.193,-7.44,-4.95
-3.78,-5.757,-11.719
-6.276,8.948,16.975
12.852,4.68,28.147
5.88,14.158,38.286
9.714,12.377,36.724
10.477,0.085,13.999
6.486,-12.315,-12.58
-0.28,2.588,7.109
2.057,5.676,17.826
7.058,-12.626,-15.903
5.208,7.253,21.177
-9.305,15.515,24.845
-6.955,-16.75,-39.812
0.684,15.708,36.304
2.282,9.816,26.278
2.906,-9.771,-15.999
4.587,-1.233,5.056
-7.852,-5.339,-17.019
-3.622,17.757,34.099
-6.567,-7.48,-19.163
11.065,5.306,25.22
-2.547,0.199,-0.747
-20.318,3.44,-8.563
-7.764,-0.815,-5.384
-12.189,22.317,34.478
10.363,-24.309,-34.916
-6.951,24.514,45.511
4.573,-6.164,-5.912
16.687,12.451,44.762
5.086,-8.168,-8.94
-1.399,6.556,14.044
-2.146,5.769,13.063
2.458,-3.492,-0.713
12.092,4.635,24.051
-5.715,-10.611,-25.555
-5.526,-17.538,-37.969
-1.292,-5.752,-7.811
1.606,-5.997,-7.829
-4.847,-4.88,-10.634
8.418,-0.083,11.838
-12.557,8.511,9.574
5.627,3.822,16.238
-19.299,-10.575,-37.964
-12.285,-0.394,-7.289
-17.561,4.939,-3.041
-8.927,-0.327,-6.898
16.714,8.159,36.905
-15.994,9.992,5.892
-6.019,1.678,-1.971
21.613,-6.553,12.823
-1.203,3.209,9.397
0.231,-7.194,-12.452
9.242,18.864,49.124
2.403,-4.77,-5.369
-1.155,6.853,16.846
-3.211,-3.322,-5.33
4.634,-11.619,-14.235
7.888,-23.909,-34.041
-0.635,1.907,5.431
4.455,1.428,10.292
-3.716,-9.541,-18.764
9.493,10.448,33.5
12.924,-1.866,12.278
7.324,-19.769,-29.762
9.716,7.797,27.099
-1.726,-1.362,-2.743
-1.732,2.731,5.416
4.351,-4.305,0.877
13.938,-1.204,15.387
-10.239,15.695,23.339
9.255,-4.504,5.253
-7.428,-3.408,-12.53
10.166,10.162,33.986
1.098,11.899,29.936
7.52,-12.062,-11.533
3.253,-1.99,0.04
-4.339,-7.192,-13.631
-3.046,-15.711,-33.344
5.457,-3.674,4.045
14.043,-17.638,-16.41
5.054,7.812,24.517
-11.773,-22.026,-51.753
7.742,-9.408,-7.52
-23.205,5.013,-10.311
-8.028,-29.983,-64.45
3.464,1.309,7.029
10.368,-32.201,-48.531
-14.593,5.915,0.121
13.047,-4.981,5.623
-21.06,7.968,-2.582
-10.59,6.475,5.888
14.304,-10.684,-2.438
4.94,-7.204,-6.123
27.617,4.399,41.717
-9.413,-12.404,-29.686
14.917,-3.899,9.455
-7.353,-16.949,-39.638
-3.129,3.856,8.096
7.871,-3.725,2.975
16.567,0.068,21.156
1.05,-0.985,1.388
4.603,2.48,9.884
8.954,-3.044,3.016
3.033,12.442,32.038
10.217,-18.429,-24.87
24.809,0.045,28.522
-12.855,3.801,-3.094
-5.022,1.744,2.015
4.503,10.622,30.941
-23.541,16.158,11.128
-0.742,-0.017,1.834
1.926,-7.788,-9.567
20.92,10.634,45.033
5.204,-5.523,-3.095
10.002,-16.091,-17.522
10.973,-4.434,4.169
9.148,10.745,33.538
5.587,12.651,33.671
6.899,7.121,23.346
6.153,2.146,12.445
-6.992,6.537,9.359
-3.812,-3.892,-11.105
3.252,-4.788,-4.364
5.651,-15.626,-23.732
-10.743,1.723,-1.963
0.669,1.812,4.644
-7.535,-1.011,-6.033
-0.733,-4.186,-5.15
-9.515,-12.776,-31.182
2.237,-6.533,-7.223
-20.991,3.478,-11.812
0.499,-9.415,-12.61
-12.356,3.811,-3.278
8.146,1.201,13.623
11.648,2.895,20.747
6.676,4.47,18.609
1.142,6.592,19.723
-11.714,-2.165,-11.884
4.101,-11.299,-13.627
10.09,0.227,14.495
-10.553,23.922,43.085
-5.198,2.122,1.733
-29.014,1.226,-21.631
7.363,-16.763,-22.384
-5.373,-9.817,-21.372
-7.033,-4.082,-12.071
-2.405,-0.919,1.578
-5.376,1.086,-0.639
4.092,4.821,15.649
-2.92,-12.45,-25.037
10.838,1.624,16.671
-2.86,13.291,26.994
-22.488,10.045,1.759
-6.193,-5.866,-13.792
13.225,-0.703,14.317
-8.475,0.66,-2.585
-6.553,13.774,22.466
-16.979,-4.63,-21.272
-7.114,21.796,40.073
-7.739,1.005,-4.066
-8.233,2.422,1.782
-1.638,5.064,12.229
12.175,-6.563,0.507
5.672,-3.246,0.827
-2.404,-4.265,-9.227
-18.762,-13.568,-41.42
-1.37,-3.095,-1.774
12.752,5.586,27.626
22.811,15.194,56.474
17.583,5.464,31.494
4.985,7.782,24.466
3.885,-0.384,7.681
9.493,-0.019,11.975
4.3,-8.29,-9.29
-13.395,-3.163,-13.645
18.068,11.635,44.079
-6.688,14.854,26.887
10.29,8.004,30.039
5.712,-20.597,-32.887
-2.427,2.548,4.254
-2.019,-2.587,-2.836
25.356,6.32,40.653
2.014,-1.921,1.592
13.134,14.725,45.38
-4.382,-19.209,-39.886
-12.455,-15.272,-38.1
5.699,-9.709,-10.952
23.098,5.57,38.33
-1.772,-18.33,-33.21
13.92,11.579,38.59
10.037,15.38,43.264
-0.683,13.885,32.568
-0.314,3.502,8.699
-8.242,-2.867,-9.88
7.744,-7.105,-3.617
-2.04,-1.224,-1.194
9.599,5.188,25.081
23.66,-6.166,13.592
-0.129,2.289,8.363
13.925,17.55,52.599
-13.438,2.081,-5.161
3.759,0.158,8.12
-0.203,-4.11,-4.792
-7.99,-4.252,-13.075
0.794,11.517,27.738
8.842,-17.614,-23.259
3.307,2.516,13.024
8.93,-8.409,-5.699
-8.426,2.035,-2.393
-8.884,16.818,26.311
-3.824,-3.542,-6.664
-18.08,-5.161,-22.905
16.929,6.376,34.505
6.055,-4.972,-1.224
-0.984,3.455,9.101
-12.948,-12.151,-33.04
4.404,-10.958,-16.025
1.837,7.841,21.839
-22.54,5.967,-7.229
1.647,4.585,14.118
-5.968,12.784,24.338
-0.126,-11.745,-19.615
-25.389,2.0,-18.858
-7.258,-1.729,-10.208
3.349,-5.562,-3.657
20.366,2.631,29.991
13.73,4.496,26.167
1.142,-3.772,-5.638
-5.888,11.931,19.505
5.437,-6.06,-4.911
-2.972,-0.811,-3.466
0.368,-13.416,-23.843
-0.219,7.732,19.337
5.557,-8.796,-6.705
8.329,3.823,18.476
-1.701,-11.539,-22.397
-3.984,-9.65,-18.653
23.277,-2.712,21.555
3.722,-2.33,1.44
-1.655,7.173,16.538
-3.141,3.293,5.775
-0.188,-6.759,-11.346
-7.368,-11.178,-26.247
-4.245,-8.127,-16.93
6.578,17.682,42.248
-4.469,5.466,8.206
-9.061,-5.335,-17.639
5.066,-6.189,-3.719
0.072,-9.199,-15.415
18.171,-10.064,1.389
14.238,-2.397,10.885
-6.406,-4.055,-10.344
-8.846,-13.322,-30.207
-0.832,-0.126,0.563
3.865,2.191,9.287
-8.389,-3.28,-14.079
7.514,-5.653,-0.572
-15.142,9.693,7.88
15.834,-15.683,-13.122
6.227,4.778,18.486
6.371,-19.769,-31.644
11.594,4.683,22.197
13.833,3.572,23.958
4.012,7.694,21.989
-6.406,11.719,17.969
-3.956,5.804,11.165
3.657,-6.934,-6.193
14.315,-7.189,4.952
0.118,-2.808,-2.837
-13.846,-10.314,-30.146
-3.247,-12.697,-25.598
14.962,-11.731,-1.923
-7.316,2.684,-0.559
1.649,-4.086,-2.064
-1.418,-12.28,-24.781
9.515,20.57,55.893
-8.457,0.812,-2.113
-10.553,10.505,13.7
0.761,-3.717,-4.006
-2.602,-6.668,-10.129
1.529,-1.869,1.006
-9.342,-3.735,-13.217
7.501,-2.029,6.595
19.943,-5.196,14.76
21.541,10.706,46.804
-14.094,-13.427,-39.078
-11.963,-0.56,-9.83
0.905,-20.624,-36.478
-11.737,1.485,-4.881
-2.816,-28.442,-55.272
7.431,-4.132,2.294
-12.908,9.735,11.488
-6.57,-5.844,-16.621
-0.432,6.72,15.255
12.969,-17.506,-18.061
3.718,1.141,7.715
15.146,10.374,39.685
-13.758,13.763,14.583
10.459,10.8,33.947
-3.256,10.466,22.526
-1.575,2.93,7.408
18.814,-1.159,18.469
3.84,-4.622,-1.605
10.136,14.689,42.289
-6.687,-1.735,-7.4
-8.899,-5.328,-14.764
12.982,4.697,24.481
-2.114,-1.09,-1.596
0.917,12.114,28.792
1.625,15.537,35.22
12.388,-7.67,1.356
0.897,8.669,21.622
3.343,-4.426,-1.491
-3.058,-6.983,-16.137
11.277,12.142,39.461
10.135,1.486,17.683
-1.646,-5.11,-9.738
-12.219,-21.054,-53.431
-2.434,8.346,18.447
-0.721,10.388,21.231
4.25,-11.98,-18.26
14.966,0.215,17.003
15.066,-8.06,1.194
11.127,-2.12,10.675
10.034,-3.381,8.951
0.824,1.628,7.984
20.425,-16.374,-8.953
6.985,-19.698,-30.063
4.091,19.567,46.14
-2.652,-4.605,-7.413
4.404,-14.665,-20.404
6.796,-2.242,4.526
-5.446,-4.609,-10.569
14.543,-3.903,8.693
-0.157,-3.786,-4.685
3.759,-16.351,-26.913
-8.02,-11.11,-27.965
-10.739,8.708,9.958
9.258,12.981,36.523
4.054,0.368,7.282
14.103,12.29,40.821
10.528,-4.996,4.35
-10.886,15.591,20.462
1.29,4.216,10.845
-1.743,-18.476,-34.387
-2.218,8.925,17.532
15.463,11.968,43.579
9.898,-1.115,12.152
5.181,-16.855,-25.81
0.659,-2.292,0.142
-4.978,-13.517,-29.027
9.531,-2.134,7.058
-22.092,-22.486,-66.695
-3.088,-1.06,-3.792
4.661,-13.688,-20.283
7.159,-11.638,-11.149
-17.144,2.454,-11.335
-3.329,-7.882,-14.126
13.41,-15.707,-15.46
-14.121,-14.007,-40.887
-2.055,10.279,18.386
-12.025,9.185,7.955
-3.983,15.265,27.892
-7.514,18.036,31.118
6.351,-0.952,6.919
4.78,-4.62,-2.608
-3.853,-0.792,-3.034
-6.528,-17.193,-38.691
14.477,9.587,36.55
0.56,-1.392,-0.87
6.697,14.564,38.514
5.502,19.262,47.417
22.68,-8.202,8.83
2.14,11.23,29.286
11.386,-14.721,-17.069
0.647,-7.685,-12.04
4.308,-2.638,5.084
21.268,-6.037,11.859
5.245,-9.747,-12.132
7.817,6.817,25.372
-7.923,-12.561,-32.11
-8.418,-1.818,-6.338
-9.61,-7.199,-21.305
0.621,-2.668,0.191
2.113,0.638,7.601
14.108,1.034,18.537
2.389,3.233,10.387
-2.298,10.402,21.232
-8.694,8.108,11.849
1.163,-2.307,-2.747
15.446,-23.59,-28.802
3.251,-16.163,-27.754
-11.572,-2.059,-12.05
4.209,-16.723,-23.708
-12.539,-8.789,-28.441
8.477,5.427,21.039
8.077,-10.557,-11.55
-1.237,25.524,53.422
1.318,-8.612,-13.444
-2.109,-4.63,-10.829
9.443,-0.071,13.257
-8.23,2.583,0.403
4.092,-7.483,-7.823
-13.181,-9.553,-30.706
-0.488,3.794,13.067
1.903,8.655,20.865
-1.054,4.583,12.191
-0.889,-20.211,-37.921
21.326,14.995,54.026
-11.157,1.803,-4.674
26.685,-3.97,23.413
25.638,-7.464,14.067
4.346,-8.785,-9.978
22.719,0.484,27.572
-13.681,10.856,11.366
-20.084,8.231,-0.193
-5.728,6.286,9.43
-0.202,-4.381,-6.637
15.579,5.355,32.363
9.428,-11.64,-10.348
-10.524,2.355,-4.732
5.306,-12.378,-18.617
-1.137,-4.394,-3.752
-15.217,-3.07,-19.798
2.275,-8.18,-12.721
-0.089,-3.989,-4.385
-18.297,-0.827,-18.67
-6.959,10.101,17.005
6.924,-9.572,-7.946
-2.359,-10.234,-20.126
1.083,-5.287,-7.835
5.478,-10.425,-12.945
2.072,0.878,8.357
-1.991,5.084,12.92
10.29,-4.375,3.503
1.038,6.37,17.944
-2.33,-1.035,-0.563
2.269,7.74,20.966
7.68,7.139,24.346
-7.599,4.984,3.471
0.969,-8.954,-13.049
-1.709,0.14,1.099
-2.834,3.204,6.338
-2.09,-2.453,-1.475
7.257,-11.78,-11.293
5.928,-18.458,-29.763
-10.71,6.261,8.248
1.027,-6.101,-7.25
-7.439,5.085,6.199
2.968,5.683,17.079
0.095,8.32,19.923
-8.579,0.581,-5.529
-5.857,-3.085,-7.604
4.179,-20.652,-34.186
13.727,-9.441,-1.305
-24.25,13.55,7.726
10.958,-18.665,-25.805
9.192,18.53,49.391
14.819,-0.213,17.172
4.135,6.696,19.465
-8.96,4.133,4.331
1.431,-1.177,1.832
-3.947,-5.221,-9.754
8.519,-8.029,-6.554
9.085,7.891,26.97
3.873,-7.96,-9.142
-14.922,11.663,11.961
10.159,2.55,17.165
-4.532,2.421,3.815
-4.836,3.556,2.845
10.86,4.579,23.385
-18.395,-3.907,-23.657
2.777,2.774,11.239
-3.998,0.561,-0.979
-1.363,14.04,30.267
0.239,-5.223,-7.395
-1.163,6.189,13.877
3.377,-16.051,-26.507
-4.789,-2.382,-6.797
-6.694,-11.979,-29.8
10.083,-5.478,0.569
9.495,-3.583,5.939
7.912,-5.376,-0.717
14.31,-6.176,3.767
-14.655,-4.313,-20.784
-8.879,11.111,16.557
23.726,-4.297,20.131
9.574,-1.815,11.255
4.377,1.856,11.234
-1.714,-4.675,-6.99
0.263,3.076,9.182
3.65,11.901,33.183
10.641,-13.056,-12.998
15.871,8.803,35.954
10.907,-7.926,-4.509
-0.896,-4.072,-5.843
5.0,-3.804,0.973
12.763,8.381,32.758
7.87,-8.851,-5.299
8.58,13.164,41.021
13.603,5.164,24.525
19.874,-1.097,21.457
-6.944,8.087,12.501
14.731,-8.645,-2.077
2.387,-4.469,-2.87
-3.929,-6.199,-15.339
10.649,-1.439,9.097
9.115,12.595,36.969
-11.141,11.756,15.357
0.9,-10.418,-19.746
12.685,4.013,24.582
2.485,1.956,9.065
24.813,-3.333,20.323
18.674,-5.887,10.582
-5.555,-8.275,-19.875
4.158,-7.369,-7.665
6.307,-15.859,-22.193
19.357,-0.044,22.959
-9.825,7.149,7.629
14.843,-13.047,-10.631
5.558,9.293,26.674
-3.963,-10.19,-23.12
4.33,-6.407,-6.99
-6.581,5.381,8.787
5.966,5.483,20.097
-13.206,-2.898,-15.508
-3.816,17.424,33.787
10.835,-16.145,-15.867
0.965,-1.438,0.081
-3.366,2.93,4.576
9.468,-1.723,8.413
-0.363,9.803,23.341
2.262,-10.72,-16.9
-1.232,24.543,51.441
-7.889,13.756,21.462
-17.217,4.553,-3.278
3.958,-4.904,-3.063
-9.774,-4.712,-16.882
-9.582,-9.359,-25.442
-8.093,-11.576,-28.731
1.955,9.094,22.825
8.766,14.589,41.185
-6.784,-5.162,-14.664
9.291,8.022,26.983
10.25,-21.833,-29.529
31.082,-9.217,16.819
-10.383,-6.143,-20.417
6.943,6.924,20.959
-10.896,0.225,-5.868
-7.008,2.196,0.742
-3.44,5.263,7.168
8.771,-0.694,11.011
4.3,4.912,17.955
-4.554,19.654,37.644
-1.615,6.619,13.524
-1.449,-11.879,-22.263
-5.621,4.51,7.299
-11.072,-13.202,-35.89
0.255,7.189,19.437
-7.717,-5.656,-14.846
-7.821,-22.888,-51.145
-4.847,12.48,26.014
-1.261,10.92,22.195
-0.988,1.884,7.318
2.158,-0.205,7.926
11.434,-6.979,0.794
5.846,-8.22,-6.153
4.013,-4.676,-4.245
-11.117,19.622,31.861
9.356,-14.548,-14.98
7.44,6.95,23.605
9.925,-9.823,-8.949
-13.61,-12.138,-32.715
3.955,-13.746,-19.811
-4.298,3.83,6.059
26.824,0.73,32.628
-11.44,-5.785,-24.499
-1.659,-8.519,-14.499
-4.716,1.633,1.379
-1.461,-1.132,-3.239
5.899,24.702,60.867
-6.752,5.08,6.082
7.872,3.043,15.085
8.971,-14.63,-16.873
-2.943,3.129,4.701
7.558,-7.483,-3.172
15.628,-4.504,11.074
7.161,10.394,31.132
-6.149,7.625,12.427
13.074,2.644,21.956
24.1,-0.931,24.803
16.376,4.544,27.71
-0.787,2.664,10.209
8.391,-17.103,-23.594
7.011,11.681,34.624
2.485,-14.347,-22.494
6.396,3.378,15.603
7.785,3.985,17.334
-9.801,4.097,0.417
1.469,12.313,30.536
3.573,-11.744,-16.57
7.627,-10.324,-9.701
-18.906,4.818,-6.374
12.793,-15.21,-15.436
-0.084,-6.886,-9.018
10.333,-3.97,1.819
-14.711,5.604,1.706
4.289,12.527,35.339
12.391,-8.129,1.375
-4.268,-10.398,-23.83
21.764,-19.448,-16.303
-5.897,-9.309,-21.635
-4.425,-3.193,-6.389
7.988,1.362,15.538
3.968,12.252,32.585
16.3,-0.986,19.273
2.54,3.441,14.462
6.104,22.938,54.626
-3.139,1.439,1.734
-3.352,14.705,28.111
2.024,-18.529,-32.491
-9.253,1.791,-1.751
-10.618,-13.27,-35.782
-11.081,17.755,28.855
-1.251,4.624,9.468
8.505,13.028,38.563
-5.138,-2.96,-5.496
-3.046,-9.99,-20.581
5.622,16.616,42.431
2.217,22.201,47.989
7.578,-3.766,2.721
-4.518,-11.9,-23.951
-10.567,15.418,22.215
-11.732,8.749,8.752
12.18,-11.617,-8.188
30.61,0.354,34.853
-3.868,8.287,14.745
6.18,-3.069,2.653
5.445,-2.867,3.343
22.701,-3.864,19.201
0.321,6.302,15.195
2.403,0.745,7.953
-0.92,-2.278,-2.88
-3.726,-13.345,-27.25
-14.701,-4.531,-20.832
6.077,-6.974,-5.929
22.588,-15.6,-3.356
-9.348,16.443,28.443
-0.473,1.491,7.113
-19.05,-6.275,-28.659
-18.005,0.435,-15.299
-6.906,-10.6,-23.357
1.43,7.598,18.822
-9.321,-13.379,-31.407
-1.101,4.366,11.292
4.848,-7.067,-5.275
-0.415,4.472,8.446
-10.239,-7.959,-25.844
0.944,13.775,32.734
-9.174,7.742,9.916
-1.865,-20.359,-39.416
-0.28,-10.307,-18.077
-4.927,-2.51,-6.39
6.608,-4.337,3.005
-18.619,4.053,-7.88
12.264,4.302,22.646
12.79,-12.889,-12.622
1.896,-19.766,-35.085
9.767,29.368,71.738
-1.738,4.449,10.212
1.201,-8.576,-13.395
-6.483,-12.122,-27.644
-5.671,9.253,16.812
-9.648,4.7,0.428
-8.643,-0.205,-6.758
-6.656,-4.892,-14.446
-1.179,-0.226,-0.706
4.006,-6.301,-3.729
-1.334,-15.032,-29.168
14.029,-4.507,6.009
1.99,8.215,20.242
-1.452,-4.649,-3.86
-20.367,-5.249,-28.555
2.256,0.898,8.168
-0.929,-10.661,-16.805
2.207,9.706,25.988
-5.417,0.001,-4.035
10.211,-15.775,-17.873
-19.302,3.577,-9.804
-3.569,14.364,27.087
0.197,-6.353,-10.967
19.722,1.126,22.436
16.572,-13.348,-7.633
10.94,0.881,16.148
-0.44,-7.941,-12.392
26.056,13.695,54.341
20.678,5.704,34.706
-0.743,-6.541,-7.849
-8.389,-10.059,-25.029
2.104,-2.604,1.525
0.635,7.19,20.062
7.879,-0.901,10.613
3.059,11.163,27.712
-9.068,1.12,-1.31
10.224,-6.68,-0.95
15.093,13.067,44.156
2.687,-8.616,-8.04
21.103,4.705,30.138
4.605,5.813,20.466
-15.384,-8.205,-31.88
-5.087,10.426,16.836
0.632,-13.919,-23.951
2.85,-3.549,-0.157
-4.009,10.698,19.578
-2.66,9.395,20.147
-8.081,11.913,17.689
4.636,-1.893,4.651
8.796,-13.887,-16.027
-5.663,-2.933,-8.256
24.921,1.886,31.197
12.753,0.978,17.937
5.051,-2.223,2.781
8.034,-4.365,3.398
10.134,-11.623,-10.515
-5.059,20.684,40.318
-0.289,-16.249,-29.621
1.439,6.064,18.268
14.248,-6.093,3.968
10.67,-4.263,6.552
5.151,-4.552,-2.037
20.063,-0.626,21.22
1.268,3.164,8.257
0.678,-17.755,-31.628
16.213,2.773,24.202
-6.131,1.938,1.016
10.79,7.186,29.362
1.806,-1.915,0.079
14.666,5.675,28.55
-0.953,-7.699,-13.623
10.497,14.544,42.152
18.581,-19.681,-20.386
-2.542,16.165,33.856
5.484,-2.743,3.337
-2.697,-11.12,-20.849
-12.492,7.824,6.196
-13.249,6.863,2.563
-4.693,9.116,16.696
18.255,-8.845,5.501
13.033,10.074,38.421
13.059,-10.061,-3.881
-13.258,-10.417,-31.173
-7.974,-2.393,-9.729
-13.289,-4.779,-21.965
1.223,-3.802,-3.424
14.619,-14.123,-9.53
-2.436,-11.902,-23.395
5.997,-6.187,-2.645
-4.277,-5.467,-12.082
9.071,0.329,12.975
-9.739,-14.14,-34.08
-17.187,-28.127,-70.937
6.782,28.414,65.304
-1.282,1.588,3.403
-2.581,4.051,8.267
-10.369,7.359,9.372
16.757,2.813,25.862
-24.411,6.599,-8.021
-2.704,-5.204,-11.668
9.147,-11.801,-11.35
-5.277,-8.336,-20.916
10.926,-3.302,5.371
5.347,2.412,14.918
9.299,6.644,25.999
-5.308,14.237,25.817
0.35,-6.734,-11.046
6.487,0.161,8.391
-3.188,-8.435,-18.117
0.943,-9.852,-14.798
-11.561,-2.207,-15.638
19.87,6.315,36.178
8.612,-11.736,-13.866
8.102,3.691,19.151
5.622,-2.681,3.646
-1.081,7.672,16.558
-9.917,2.246,-1.515
19.502,-10.041,5.275
5.866,-19.29,-30.591
9.053,-6.699,-1.967
2.375,-4.421,-3.995
-2.476,-2.025,-4.617
11.113,-20.829,-26.673
-1.125,-7.312,-12.545
-12.257,6.456,1.665
-4.814,4.041,4.701
0.407,-2.808,-0.687
3.472,-6.876,-6.836
-4.142,21.697,40.766
13.009,8.967,34.005
-5.545,-4.735,-12.313
-3.55,2.88,6.273
-11.135,5.143,5.706
-5.366,23.041,43.84
3.743,-2.586,2.338
1.128,-10.189,-15.644
-11.691,14.032,17.143
11.896,2.32,18.918
-8.131,1.614,-2.867
-9.434,-14.348,-34.797
-18.011,10.141,6.195
-5.792,2.219,0.128
5.836,8.73,23.948
8.931,14.756,41.48
-7.587,-13.515,-28.945
-2.802,10.627,21.192
-18.336,18.252,22.049
8.71,-8.711,-7.313
2.845,-10.293,-14.582
4.859,-8.767,-12.107
22.552,10.891,48.257
6.532,5.864,19.389
-2.008,-18.602,-37.71
-7.868,1.731,-2.706
-12.773,-18.706,-46.406
-1.139,-26.671,-53.456
-11.354,-7.842,-23.188
-20.262,9.366,1.897
-5.306,1.409,0.583
-19.953,-3.004,-21.883
-10.56,-3.868,-14.871
-10.34,1.658,-2.89
9.417,1.029,14.22
13.477,-20.389,-23.133
6.442,11.018,29.25
1.075,-5.185,-5.815
6.328,19.205,46.922
13.275,-8.912,-0.815
-0.594,-1.469,-1.791
-3.394,19.445,38.677
-5.047,5.268,10.029
8.686,16.184,44.489
-0.373,-5.85,-9.916
3.481,-24.084,-38.357
19.755,-2.191,20.633
18.351,7.737,39.207
-3.682,-11.18,-24.743
15.501,-5.962,5.089
0.605,17.236,37.769
-10.603,8.62,10.164
5.531,-10.144,-10.788
-4.653,-8.274,-19.491
-0.594,7.501,16.858
6.448,16.366,42.49
-0.1,-13.813,-25.633
-13.574,-2.879,-16.007
-2.019,-16.89,-33.506
-1.088,-22.672,-43.105
-4.681,2.998,3.842
-6.684,6.159,8.265
-2.598,-26.632,-52.632
7.602,-6.013,-2.134
7.551,-3.13,4.908
8.402,-9.839,-9.556
1.033,1.577,3.873
1.154,10.734,26.579
1.337,-16.749,-27.812
4.658,-8.757,-10.743
8.267,-12.254,-13.117
-3.835,0.161,-0.846
